"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1112051001067",3,2,4,5,2,5,5,5,4,6,6,4,3,3,1,2,1,2,2,4
"1112052019112",2,2,1,1,1,1,1,2,3,4,4,6,6,6,6,6,6,5,4,3
"1112056036019",1,1,2,4,6,6,5,3,3,1,1,2,2,4,6,6,6,3,2,1
"1112063016152",1,2,3,3,2,3,4,4,4,3,4,5,6,4,5,5,6,3,2,1
"1112066033543",2,3,4,6,6,5,3,2,1,1,2,4,6,6,6,5,3,1,1,1
"1112067021583",1,1,1,3,4,4,3,5,5,5,4,6,6,6,3,2,4,3,2,2
"1112068037999",5,6,5,2,1,1,2,3,4,5,6,5,4,1,1,1,3,5,5,5
"1112069050065",5,2,2,1,1,1,2,5,5,6,5,5,3,1,1,2,2,6,6,6
"1112071044367",4,3,4,3,5,6,5,6,6,5,5,4,2,1,1,1,3,3,4,2
"1112071050075",2,2,4,5,4,5,6,5,5,6,4,5,2,3,2,2,4,3,2,1
"1112072030767",6,6,6,6,5,6,4,2,2,1,1,1,1,1,2,2,3,4,5,6
"1112073005922",5,3,2,1,1,1,3,3,6,6,5,4,2,1,1,3,5,6,6,6
"1112079005103",1,1,1,1,2,5,5,3,5,6,5,5,3,5,5,5,4,2,4,1
"1112081043719",2,1,1,1,2,4,6,6,5,3,2,1,1,1,2,5,6,6,5,3
"1112082058587",2,1,2,3,3,3,5,5,5,4,2,2,1,2,3,4,6,6,6,3
"1112082061284",2,2,1,2,2,4,6,6,5,2,2,1,2,2,3,3,6,6,5,2
"1112086056552",4,5,6,6,6,3,2,1,1,2,3,4,6,6,4,3,2,1,1,2
"1112086057300",3,6,5,1,6,4,6,5,3,2,4,4,2,2,2,2,2,3,4,4
"1112087039209",4,5,5,5,3,2,1,3,2,3,4,5,6,3,2,2,3,3,2,5
"1112087075461",5,4,5,6,6,5,4,1,1,1,1,1,2,2,3,4,5,5,4,4
"1112087085994",6,6,6,3,2,2,1,2,2,4,6,6,6,3,2,2,1,1,2,4
"1112088074460",2,1,2,2,5,6,6,4,2,1,1,2,2,3,5,6,6,4,2,2
"1112089039762",6,5,6,5,5,3,3,2,2,2,2,2,3,2,3,2,2,3,3,4
"1112089101050",5,3,2,1,2,2,2,4,6,6,5,2,2,1,1,2,3,4,6,6
"1112090101606",6,6,6,5,4,2,1,1,1,1,1,2,2,3,4,4,5,5,6,6
"1112091089939",4,6,6,6,4,2,1,1,1,2,4,6,6,6,5,2,1,1,1,2
"1112092051121",1,2,2,3,6,6,6,5,3,2,1,1,2,3,6,6,6,3,2,1
"1112092072666",2,1,1,1,1,1,1,2,3,4,5,5,5,6,6,6,6,6,5,5
"1112111026354",5,4,1,2,2,2,3,2,4,6,6,6,3,2,2,2,1,3,4,6
"1112111081085",2,1,2,2,1,2,2,5,6,6,5,3,2,1,1,2,4,6,6,5
"1112112062469",3,2,2,1,2,3,5,6,6,6,5,2,2,1,2,2,3,4,4,4
"1112112071490",4,2,1,1,1,2,4,6,6,5,3,1,1,1,1,3,6,6,6,6
"1112112077152",4,5,5,4,5,4,2,2,2,3,1,1,3,1,2,4,4,4,6,6
"1112113057248",2,1,1,1,2,2,5,6,6,5,4,4,1,1,2,3,5,6,6,6
"1112113077062",6,6,3,2,2,2,2,2,3,5,6,6,4,3,2,2,1,2,2,4
"1112115032589",5,2,1,1,1,3,3,5,6,5,4,4,2,2,1,3,5,6,6,6
"1112115087696",2,1,1,2,3,5,6,6,5,3,2,1,1,1,3,5,6,6,5,3
"1112116024362",2,4,6,6,5,3,2,1,1,1,3,5,6,6,6,4,2,1,1,1
"1112116057371",2,2,4,3,3,1,2,3,5,3,6,6,5,2,6,4,5,5,2,2
"1112116080210",4,3,2,1,3,3,5,5,6,5,5,2,1,1,2,3,5,5,5,5
"1112118003186",3,3,4,5,5,5,4,5,6,3,3,5,1,3,3,2,3,1,3,1
"1112118072427",4,1,1,2,2,4,6,6,6,3,3,1,1,1,2,4,6,6,5,3
"1112120024425",2,1,2,2,1,3,5,5,6,5,3,3,1,1,2,3,6,6,6,4
"1112120033215",6,6,5,5,3,1,2,1,1,1,1,1,2,3,4,5,5,5,6,6
"1112120057323",5,6,6,6,6,6,5,4,2,1,1,1,1,1,2,2,3,3,4,5
"1112121056556",1,1,1,1,2,3,4,6,4,5,5,6,6,6,6,5,3,3,1,1
"1112122039753",1,3,5,6,6,6,4,2,1,1,1,3,5,6,6,5,4,2,1,1
"1112126043460",1,3,5,5,3,2,2,2,2,2,3,5,6,6,6,3,2,2,2,2
"1115006058866",6,4,2,1,1,1,2,3,6,6,6,4,2,1,1,1,2,4,5,6
"1115016058207",1,2,5,6,6,6,4,2,2,1,1,2,5,6,6,6,3,2,1,1
"1115019037216",6,5,2,2,1,1,1,2,4,6,6,6,3,2,1,2,2,2,4,6
"1115019048294",3,2,1,1,2,3,5,6,6,5,3,2,1,1,1,2,5,6,6,5
"1115020038982",3,2,2,2,2,2,3,4,4,3,2,2,2,2,2,2,5,6,6,5
"1115021031187",2,1,1,2,2,4,6,6,6,4,2,1,1,2,2,3,5,6,6,3
"1115021035225",2,1,3,4,6,6,5,2,2,1,1,2,3,3,5,6,5,4,3,2
"1115023048786",1,1,1,2,3,2,3,3,5,4,6,6,6,5,5,3,2,1,1,1
"1115025002784",3,6,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1,2
"1115025053346",3,5,5,5,6,3,2,2,1,3,3,4,5,6,5,3,2,1,2,2
"1115026032252",6,6,5,3,1,1,1,2,3,5,6,6,5,4,2,1,1,1,3,5
"1115026094206",4,4,6,6,6,4,1,1,1,1,3,5,6,6,5,3,2,1,1,2
"1115027002444",1,3,6,6,6,5,4,2,1,1,1,3,5,6,6,5,3,2,1,1
"1115027057164",4,3,2,2,2,2,2,5,6,5,4,2,1,2,2,2,4,6,6,6
"1115027077081",5,6,6,5,3,2,1,1,1,2,4,6,6,4,3,2,1,1,2,3
"1115028096706",NA,3,6,6,5,2,3,3,3,2,3,3,3,2,2,2,3,3,2,NA
"1115029059211",1,1,3,3,3,6,6,4,2,1,2,2,2,4,6,6,6,2,2,2
"1115041007286",2,2,4,2,3,3,6,6,5,5,6,5,5,5,2,2,1,1,2,3
"1115041008280",4,2,1,1,1,2,4,5,6,6,4,4,1,1,1,3,5,6,6,5
"1115041012060",3,4,6,6,6,4,2,2,2,3,4,5,5,5,4,2,2,2,2,2
"1115041014826",5,4,2,1,1,2,2,5,6,6,6,5,3,1,1,1,3,4,6,5
"1115041085808",1,2,3,5,6,6,5,3,2,1,1,1,2,5,6,6,5,3,1,1
"1115041092627",6,6,6,5,4,2,1,1,1,1,2,2,3,3,4,4,5,6,5,6
"1115042026164",5,3,1,1,1,2,3,5,5,5,4,2,2,1,2,3,4,6,6,6
"1115042048539",5,3,2,1,1,1,4,5,6,6,4,2,1,1,2,2,4,6,6,6
"1115042081442",4,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1,1,2
"1115043021197",5,3,2,1,2,2,4,5,6,6,5,3,2,1,1,1,2,5,6,6
"1115044018868",1,1,1,2,3,6,6,6,4,2,1,1,1,2,3,6,6,6,4,2
"1115044054883",2,2,2,2,2,3,3,4,3,2,2,2,2,2,3,4,6,6,6,3
"1115044058765",6,5,3,2,1,1,2,3,5,6,6,6,3,3,1,1,1,2,4,6
"1115049017358",2,2,3,5,6,6,6,6,6,6,4,3,2,2,1,1,1,1,1,1
"1115050053591",4,5,6,6,6,4,2,1,1,1,4,6,6,6,4,3,1,1,2,2
"1115051009838",3,5,6,5,1,1,2,2,3,2,4,6,6,6,3,3,1,2,2,3
"1115051040175",1,1,1,2,3,4,5,5,5,6,6,6,6,6,5,3,2,1,2,1
"1115053047740",5,3,1,1,1,1,3,5,6,6,5,4,2,1,1,2,3,4,6,6
"1115057038026",6,5,3,2,1,1,1,1,1,2,2,2,3,5,5,6,6,6,6,6
"1115057053762",3,4,6,6,5,6,6,6,6,5,2,1,1,1,1,1,2,2,3,4
"1115059035294",4,5,5,6,5,4,2,2,2,1,4,5,6,6,4,4,2,2,1,2
"1115059045851",6,6,6,5,3,2,1,1,1,1,1,1,2,3,4,5,5,6,6,6
"1115063026222",4,6,6,5,3,2,1,1,1,2,4,6,6,6,4,2,1,1,2,2
"1115063033790",1,1,1,2,2,3,3,5,4,5,6,3,5,6,5,6,4,3,2,1
"1115069029265",6,6,6,6,4,2,2,2,2,3,2,4,5,2,3,2,2,2,2,3
"1115069040089",3,3,3,4,5,5,6,6,6,5,6,6,3,2,1,1,1,1,2,3
"1115070043973",4,6,6,6,5,2,1,1,2,2,4,6,6,6,4,2,1,1,1,2
"1115073006466",2,1,1,1,2,4,6,6,6,5,2,2,1,1,2,3,5,6,6,4
"1115078043567",3,3,3,2,6,6,3,2,3,2,2,3,3,2,6,6,3,2,3,3
"1115080039201",6,6,6,5,5,4,5,3,4,1,2,3,2,2,1,2,1,2,4,5
"1115082055859",1,1,2,4,6,6,5,3,2,1,1,1,2,5,6,6,6,3,2,1
"1115082061521",3,3,3,3,4,3,2,3,3,3,3,3,6,6,3,3,3,3,2,2
"1115083011923",6,6,5,3,2,1,1,2,2,3,3,6,6,5,5,3,3,2,4,2
"1115084015872",1,1,2,3,5,6,6,6,3,2,1,1,2,2,3,6,6,5,3,2
"1115084023166",1,1,1,1,2,2,2,3,4,5,4,6,6,6,6,6,5,4,4,2
"1115084043336",6,6,4,3,2,2,2,3,2,3,4,6,2,3,3,2,2,2,2,2
"1115084079151",1,1,1,1,2,3,4,4,5,6,6,6,6,6,6,4,3,1,1,1
"1115087062104",4,3,2,1,2,3,3,5,6,6,5,4,2,2,1,1,3,5,5,6
"1115087077427",6,6,6,5,5,5,4,2,1,1,1,1,1,2,2,3,4,4,4,5
"1115088006590",6,5,3,2,1,1,2,2,5,6,6,5,4,2,2,1,1,3,5,6
"1115088026241",2,2,3,3,4,5,6,6,6,6,6,5,4,2,2,2,2,1,1,1
"1115088096354",3,2,1,1,1,2,4,6,6,6,5,2,2,1,2,2,3,5,6,6
"1115089015612",6,4,2,2,2,1,3,3,5,6,5,3,2,2,1,2,2,4,6,6
"1115090017763",1,1,2,2,3,4,6,6,5,5,3,2,1,1,2,2,5,6,6,2
"1115090020070",5,3,2,2,2,2,4,5,5,4,2,1,2,1,2,3,5,6,6,6
"1115090084429",6,3,3,3,2,3,2,3,3,3,3,3,2,2,2,3,2,3,2,6
"1115090098761",2,1,2,2,3,4,6,6,6,3,2,1,1,1,2,4,6,6,5,2
"1115091002528",4,4,2,1,1,1,2,6,6,6,6,3,2,1,2,1,2,3,6,6
"1115091089111",6,6,6,6,6,4,3,2,1,1,1,1,1,1,2,3,4,5,5,6
"1115092041854",3,5,5,6,6,6,6,6,6,5,3,3,2,1,1,1,1,1,2,2
"1115092049321",6,5,1,1,1,1,3,2,3,4,4,4,4,5,5,6,6,5,5,6
"1115110085353",1,1,3,6,6,6,5,3,2,1,1,1,2,5,6,6,5,2,2,2
"1115110085384",1,2,3,6,6,6,5,2,1,1,1,2,3,5,6,6,4,2,2,2
"1115110100503",6,5,3,4,1,1,1,3,5,6,6,5,4,2,1,1,2,2,5,6
"1115111027026",6,6,6,2,2,2,2,2,2,4,6,6,3,3,1,2,2,3,3,5
"1115111055091",1,4,5,6,6,5,2,1,1,1,2,4,5,6,6,5,4,2,1,1
"1115111092329",2,3,3,4,6,6,4,2,3,2,2,2,3,3,4,4,3,2,2,2
"1115112028905",6,5,1,2,1,1,2,1,2,2,2,3,4,4,5,5,6,6,6,6
"1115112061910",4,4,5,5,3,2,2,1,1,2,3,6,6,6,6,3,2,1,1,2
"1115113003267",1,2,3,5,6,6,4,2,1,1,1,2,4,6,6,6,4,3,2,1
"1115113054684",3,3,3,5,3,5,5,4,4,6,6,5,4,2,2,1,2,1,2,3
"1115113074159",5,3,4,2,2,2,1,1,1,1,2,2,4,5,5,6,6,6,6,6
"1115114069020",1,1,2,4,6,6,6,3,2,1,1,2,3,5,6,6,6,3,2,1
"1115114073948",3,2,2,2,3,4,6,6,5,3,2,1,3,3,3,4,5,6,5,3
"1115115024887",2,1,1,2,3,4,6,6,4,2,1,1,1,2,3,6,6,6,5,3
"1115115032150",2,2,2,2,2,3,4,4,3,2,2,2,2,2,3,5,6,6,5,3
"1115115084374",1,1,3,3,4,6,6,6,5,2,1,1,1,2,3,5,6,5,5,2
"1115116018019",1,2,2,4,6,6,5,2,2,1,1,2,3,5,6,6,5,3,1,1
"1115116045901",3,2,2,2,3,5,5,5,5,4,4,3,1,1,2,3,5,5,6,5
"1115116069351",2,3,4,5,4,3,1,3,2,2,3,6,6,6,5,4,2,2,2,2
"1118001002046",2,2,3,3,2,4,4,4,2,2,2,3,2,2,2,4,6,6,4,2
"1118003009318",4,2,3,3,2,5,6,6,4,2,2,2,2,2,2,4,6,5,3,2
"1118003052114",1,2,2,3,4,5,5,4,2,2,1,1,2,3,5,6,6,5,3,2
"1118005036727",3,2,4,6,6,6,5,4,3,4,3,3,2,3,2,1,2,2,3,4
"1118008036022",1,2,3,5,6,6,5,2,2,1,1,2,3,5,6,6,4,2,1,1
"1118010013893",6,4,2,2,2,1,2,4,6,6,6,5,2,1,1,1,2,3,5,6
"1118017057450",2,3,2,4,4,4,4,5,5,5,6,5,5,5,4,3,2,1,2,1
"1118018036273",4,1,1,1,1,2,2,2,3,4,4,5,5,5,6,6,5,6,6,6
"1118018037764",1,1,2,3,4,6,6,6,5,3,1,1,2,3,4,5,6,5,4,2
"1118018049554",3,3,3,3,3,3,3,3,2,3,3,3,3,6,6,3,3,3,3,3
"1118018053307",1,2,4,5,6,6,3,3,1,1,2,3,5,6,6,6,5,2,1,1
"1118019056995",5,6,6,4,2,2,2,2,1,5,6,5,6,5,2,1,1,3,3,2
"1118020018033",6,4,2,2,1,2,2,4,6,6,6,4,2,2,1,2,3,3,5,6
"1118020041191",1,1,2,3,6,6,6,5,2,2,1,1,1,3,6,6,6,4,3,2
"1118021046644",2,2,6,6,6,5,3,2,1,2,2,3,5,6,6,5,3,2,1,2
"1118023013877",6,5,2,2,1,1,1,2,5,6,5,5,4,3,3,2,3,3,6,6
"1118024022758",5,5,5,6,5,4,3,4,5,6,6,3,1,1,1,1,1,2,3,4
"1118025058966",6,3,2,2,1,1,2,5,6,6,5,4,2,1,1,1,3,4,4,6
"1118025069886",2,5,6,6,4,3,2,2,1,2,2,4,6,6,6,4,2,1,1,1
"1118025090305",3,3,6,6,6,6,5,2,2,1,1,2,3,5,4,2,2,2,1,3
"1118026012045",5,6,6,5,3,2,1,1,1,2,4,5,6,6,4,2,2,1,2,2
"1118026022462",5,5,3,2,1,1,2,4,6,6,5,4,2,1,1,1,4,5,6,6
"1118026040918",2,3,5,6,6,5,3,2,1,1,2,3,5,6,6,5,3,1,1,1
"1118026065002",2,2,3,3,3,5,6,3,2,2,3,3,2,1,4,6,6,3,3,2
"1118026068873",6,6,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,6
"1118027049666",4,2,2,1,1,3,4,5,6,6,5,4,1,1,1,2,3,5,6,6
"1118027050556",1,1,4,5,6,6,5,3,2,1,1,2,2,5,6,6,5,2,1,2
"1118027094744",6,4,3,2,1,1,3,5,6,6,5,3,1,1,1,1,2,5,6,6
"1118027113117",2,5,6,4,3,2,1,2,2,3,2,5,6,6,2,3,3,2,2,3
"1118028077153",5,5,6,6,6,5,3,6,6,5,4,1,1,1,1,2,2,3,3,4
"1118041065971",5,6,6,5,3,2,1,1,3,4,5,6,6,5,3,1,1,1,1,3
"1118042016878",6,6,5,4,4,2,1,1,1,4,5,5,5,4,2,2,1,2,5,4
"1118042020964",2,3,5,6,6,4,6,2,3,2,2,3,4,5,5,3,3,2,3,2
"1118042034424",1,3,4,5,6,5,3,2,2,2,2,2,4,5,6,5,4,3,2,2
"1118042047168",6,6,5,4,1,2,1,1,1,1,2,2,3,4,5,5,6,6,6,6
"1118042055106",2,4,4,5,3,2,2,2,2,2,3,4,6,6,5,3,2,2,1,2
"1118042066417",6,5,3,2,1,1,2,2,4,6,6,5,3,2,1,1,2,2,5,6
"1118043048269",3,2,2,1,1,2,4,5,6,6,5,3,2,1,2,2,4,5,6,5
"1118044007797",2,2,2,3,5,6,5,4,4,2,2,2,2,2,5,6,5,2,3,3
"1118045003022",1,2,4,4,4,3,6,6,5,6,4,4,3,3,3,2,2,1,2,1
"1118045049794",2,3,2,3,2,5,5,2,3,2,2,3,2,3,3,6,6,3,2,3
"1118046020413",5,5,4,2,1,1,2,1,1,2,1,3,3,6,5,6,6,6,6,5
"1118046042684",2,2,5,6,6,5,4,3,2,1,1,2,5,6,6,5,3,2,1,1
"1118047012333",1,1,2,4,6,6,5,3,2,1,1,2,2,5,6,6,5,3,2,1
"1118048012998",6,6,4,2,1,1,1,3,5,6,6,5,4,2,1,1,2,3,5,6
"1118048035955",5,4,2,2,1,1,2,4,6,6,5,4,2,1,1,1,2,5,6,6
"1118051008285",3,2,2,2,2,2,2,3,6,6,4,2,2,2,2,2,2,3,6,6
"1118051030784",2,4,6,6,6,5,3,2,1,1,1,3,5,6,6,4,2,1,1,1
"1118055030142",3,3,3,3,3,3,3,3,6,6,2,3,3,3,3,3,3,3,3,6
"1118055055495",4,4,3,2,2,1,1,1,2,2,3,3,4,5,5,6,6,6,6,5
"1118056008796",2,3,2,6,5,6,6,5,1,1,1,3,3,4,5,6,6,4,1,1
"1118056016613",3,3,3,3,3,3,3,6,3,3,3,2,3,2,3,2,2,6,6,3
"1118058007296",2,4,6,6,6,4,3,2,1,1,2,3,5,6,6,4,2,1,1,1
"1118059012885",2,2,2,3,2,2,4,5,5,4,5,5,6,6,4,4,3,1,2,2
"1118061050528",6,4,2,2,2,2,2,2,4,6,6,3,2,2,2,2,2,2,5,6
"1118063004777",3,3,3,3,3,3,3,6,5,3,2,3,2,2,2,3,3,6,6,3
"1118063021994",5,4,2,1,1,2,3,5,6,6,6,3,2,1,1,1,2,4,6,6
"1118066049720",6,5,2,2,1,1,1,1,1,2,2,2,4,4,5,6,6,6,6,6
"1118076042546",2,1,1,2,4,6,6,5,5,3,2,1,1,2,4,5,6,6,6,3
"1118078042865",3,2,2,2,2,3,4,6,6,4,3,2,2,2,3,3,3,4,4,2
"1118079051554",3,3,6,6,6,5,4,2,1,1,1,2,5,5,6,6,4,3,1,2
"1118082019280",2,2,4,6,6,5,2,2,2,2,2,3,3,5,6,5,4,1,3,2
"1118084001995",3,5,6,6,5,3,1,1,1,2,4,6,6,6,3,3,2,1,1,2
"1118084034377",6,6,4,4,3,1,2,2,4,2,2,1,2,3,4,4,3,5,6,5
"1118086011308",1,1,1,1,2,2,3,3,5,5,6,6,6,6,6,6,5,3,1,1
"1118086029258",2,4,5,6,6,5,3,1,1,1,2,3,5,6,6,5,3,2,2,1
"1118086045277",6,6,6,6,6,6,5,3,2,1,1,1,1,1,2,2,4,3,5,5
"1118087085783",5,3,2,1,1,2,3,5,6,6,5,2,2,2,1,1,2,5,6,6
"1118088054945",3,2,2,1,2,3,6,6,5,4,2,2,2,2,3,4,6,5,5,2
"1118088057730",2,2,1,1,1,2,1,2,2,3,4,5,6,6,6,6,6,6,5,3
"1118089040878",1,1,2,4,5,6,6,6,4,1,1,2,1,2,4,5,5,5,3,2
"1118089052696",3,5,6,6,3,2,2,2,2,2,3,6,6,6,3,3,1,1,1,2
"1118089064878",5,6,5,5,6,6,6,5,5,3,1,1,1,1,1,2,2,3,3,4
"1118090074697",4,2,1,1,1,2,1,2,2,3,3,6,5,6,5,6,6,5,5,5
"1118090105638",6,6,4,2,1,1,1,3,2,5,6,6,5,2,2,2,2,2,4,5
"1118091047288",5,5,5,6,6,6,6,2,1,1,1,1,2,2,3,4,4,5,5,5
"1118091087396",6,5,3,2,1,1,1,3,5,6,6,5,2,1,1,2,2,2,5,6
"1118111032216",5,3,2,1,2,2,4,6,6,5,5,4,2,2,1,2,3,6,6,5
"1118111040389",6,6,4,3,2,2,1,3,5,6,6,6,3,1,1,2,1,2,5,6
"1118111050850",2,1,1,1,2,3,6,6,6,4,2,1,1,1,2,3,6,6,6,5
"1118111082261",1,1,2,3,5,6,6,5,5,2,1,1,1,2,3,6,6,5,4,3
"1118112008501",1,1,1,2,2,3,4,5,5,5,6,6,6,5,5,6,3,2,1,1
"1118112038777",6,6,6,6,4,2,1,1,1,1,1,1,2,2,4,4,4,5,6,6
"1118112063880",5,4,4,1,2,2,2,4,4,5,4,2,1,2,2,2,4,5,6,6
"1118113053932",4,3,4,6,5,6,6,4,4,4,3,3,3,2,3,1,1,3,3,2
"1118113062844",2,3,3,2,3,6,6,3,3,2,3,2,2,2,3,5,5,3,2,2
"1118114009071",2,2,2,3,3,5,6,6,4,3,2,1,1,1,3,5,6,6,5,4
"1118114047510",5,4,3,1,2,2,2,4,5,6,6,6,2,1,1,1,2,4,5,6
"1118114050397",6,6,6,4,2,1,1,2,2,5,6,6,6,3,2,1,1,1,2,5
"1118115055422",1,1,1,1,1,2,2,3,4,5,6,6,6,6,6,6,5,4,3,1
"1118116010599",1,1,2,2,6,6,6,6,4,3,2,1,1,3,5,6,5,5,3,2
"1118118041140",6,6,6,5,3,2,1,1,2,4,5,4,5,4,3,2,1,2,3,3
"1118120057287",2,2,2,3,6,6,4,3,2,3,2,2,2,3,6,6,4,2,2,2
"1121002027610",2,3,4,4,5,6,6,6,6,6,5,4,1,1,1,2,1,1,1,2
"1121006010662",1,1,2,4,6,6,6,5,2,1,1,1,3,4,5,6,6,4,2,1
"1121007001401",5,6,6,5,3,2,1,1,1,2,4,6,6,5,3,2,1,1,2,3
"1121008060208",5,6,5,5,4,2,2,2,3,4,5,6,6,4,2,1,3,1,2,4
"1121009002263",2,3,6,6,3,2,4,3,3,3,2,3,5,6,2,2,2,3,2,3
"1121012055589",3,3,4,3,3,2,3,1,2,4,5,6,6,6,6,6,4,1,1,1
"1121014029961",1,2,3,6,6,6,5,2,2,1,1,2,2,5,6,6,5,4,1,1
"1121014061130",2,4,6,6,6,3,2,2,1,1,3,2,4,5,5,3,2,3,2,2
"1121015009351",4,3,4,4,5,6,6,6,6,4,4,5,1,3,3,1,1,1,1,2
"1121017003772",2,2,3,4,5,4,3,2,2,1,1,2,4,6,6,6,4,3,2,1
"1121018039913",2,1,2,2,3,3,4,5,4,4,4,6,4,4,6,6,5,3,2,1
"1121019001119",2,2,3,4,6,6,5,2,1,2,2,1,2,5,6,6,4,3,2,2
"1121020001881",5,6,6,6,6,6,5,5,3,2,2,1,1,1,1,1,2,2,4,5
"1121020015334",1,1,2,2,3,5,5,5,6,6,6,6,6,5,3,2,2,1,1,1
"1121021023913",6,6,6,5,2,1,1,1,2,3,6,6,6,4,2,1,1,1,2,3
"1121021024119",2,1,1,1,2,4,6,6,6,4,2,1,1,1,3,5,6,6,6,3
"1121021050591",2,1,1,2,6,6,5,5,3,2,2,2,2,2,5,5,6,5,4,3
"1121021057459",6,3,2,2,2,2,2,3,5,6,6,2,2,1,1,2,2,4,6,6
"1121021066331",4,6,6,5,3,2,1,1,2,3,5,6,6,4,3,2,1,1,1,2
"1121022035954",3,5,6,4,3,3,2,1,2,2,4,6,6,6,4,3,1,1,2,3
"1121024034193",1,1,3,2,2,3,3,4,5,5,6,6,4,5,6,3,4,2,1,2
"1121024068324",6,3,1,1,1,1,2,2,3,3,4,4,5,5,5,5,6,6,6,6
"1121024082427",2,2,1,1,2,3,5,6,6,5,4,2,1,2,3,3,5,6,5,5
"1121025023397",4,2,2,1,2,2,2,3,6,6,4,2,2,2,2,2,2,3,6,6
"1121025054200",2,1,1,2,4,6,6,6,5,3,1,1,1,2,4,6,6,6,4,2
"1121026013258",1,3,5,6,6,5,3,2,1,1,1,2,5,6,6,5,3,1,1,1
"1121026086658",1,2,2,3,4,6,6,4,3,1,2,2,2,3,6,6,6,4,2,2
"1121026102855",6,4,2,1,1,1,2,4,6,6,6,5,2,1,1,1,2,3,5,6
"1121027036882",4,2,2,1,1,2,4,6,6,6,5,2,1,1,2,3,4,5,6,6
"1121039073601",2,1,1,3,4,6,6,6,4,2,1,1,1,2,3,5,6,6,4,3
"1121040010944",5,5,5,3,2,2,1,2,3,6,6,5,5,4,2,1,2,2,3,4
"1121040042263",2,2,2,2,4,6,6,6,4,2,2,2,2,4,3,4,4,4,3,2
"1121040051777",2,4,6,5,5,4,4,3,2,2,2,3,4,4,4,3,3,3,2,2
"1121040064181",2,1,1,2,5,6,6,5,3,2,1,1,1,3,4,6,6,6,3,2
"1121041051725",3,4,4,3,3,3,3,3,3,6,4,3,1,3,3,1,3,3,4,6
"1121042012703",2,2,2,4,4,4,3,3,1,1,1,1,4,5,6,6,6,6,5,3
"1121042046892",3,3,2,2,2,4,4,6,5,4,4,2,2,2,1,2,4,6,6,4
"1121043002322",2,3,6,6,6,3,2,1,1,1,2,4,6,6,6,4,3,2,1,1
"1121044039059",2,2,5,6,6,5,4,3,1,1,2,2,4,6,6,5,4,2,3,2
"1121044046346",5,6,6,4,2,1,1,1,2,3,6,6,6,5,3,2,1,1,2,2
"1121044053863",2,2,1,2,3,5,6,6,6,4,2,1,1,1,2,5,6,6,5,4
"1121045016604",3,3,3,6,3,2,3,4,3,3,3,4,2,3,6,3,3,4,3,3
"1121047014481",2,1,1,1,2,4,6,6,6,5,3,2,1,1,2,3,5,6,6,4
"1121047036739",3,3,1,1,2,3,4,6,6,6,3,2,1,1,1,4,5,6,6,5
"1121048001114",1,1,1,1,1,1,2,2,2,3,4,5,6,6,6,6,6,6,5,3
"1121049034228",3,2,2,2,1,3,4,6,6,6,3,2,1,2,1,2,2,5,6,5
"1121051016987",2,2,3,6,6,2,2,2,2,2,2,2,4,6,6,3,3,2,2,2
"1121051034516",2,1,1,2,1,3,3,4,5,4,5,6,6,6,4,5,4,4,2,1
"1121054052160",5,4,3,2,1,2,2,3,6,6,6,6,3,2,1,1,1,2,4,5
"1121059014912",2,2,3,5,6,5,5,2,2,2,3,4,3,6,4,4,4,3,3,3
"1121060027535",3,3,4,6,6,4,2,1,1,1,2,3,4,5,4,4,5,3,2,2
"1121064048466",5,6,5,5,6,6,5,5,4,1,1,1,1,2,1,3,4,4,4,5
"1121066022503",1,1,2,2,3,2,4,4,4,4,4,6,5,5,6,6,4,3,1,2
"1121068009553",2,2,1,1,3,4,5,5,6,5,3,2,2,2,4,5,5,5,5,5
"1121068027248",2,6,2,2,5,2,1,2,5,3,5,3,3,5,6,6,2,5,4,2
"1121071055112",1,1,1,3,5,6,6,6,3,2,1,1,1,2,4,6,6,6,4,2
"1121072016394",5,6,6,5,2,1,1,1,1,4,5,6,6,5,3,2,1,2,2,4
"1121073027783",2,2,2,3,4,4,4,3,2,2,2,2,2,4,6,6,6,3,2,2
"1121080005424",3,2,5,4,5,5,4,3,2,2,1,2,4,3,5,5,5,5,3,2
"1121080040995",2,3,5,6,6,5,3,2,2,1,1,1,2,4,5,5,3,2,2,2
"1121080071091",4,6,6,5,3,3,2,1,1,2,4,6,6,6,4,2,2,2,2,1
"1121081056127",6,5,4,3,1,1,1,3,5,6,6,6,3,2,1,1,2,2,4,6
"1121082017903",1,2,4,5,6,6,3,2,1,1,2,2,4,6,6,6,4,3,1,1
"1121084074422",4,1,2,2,3,4,5,6,5,4,1,2,2,1,2,3,6,6,5,3
"1121085059716",1,1,1,3,4,6,6,5,3,2,1,1,2,2,5,6,6,5,4,3
"1121085074417",6,6,6,5,4,3,2,2,2,1,2,2,1,2,2,2,2,5,3,6
"1121086012881",4,5,5,5,6,6,6,6,5,5,4,2,1,1,1,1,1,2,3,3
"1121086028318",2,4,6,6,6,3,2,1,1,2,2,4,6,6,6,4,3,1,1,1
